Company,Ticker,Date,Call
Jumia Technologies ,JMIA,15/9/2020,Negative Mention
Morgan Stanley ,MS,12/1/2017,Buy
Salesforce ,CRM,7/12/2017,Buy
FLIR Systems ,FLIR,30/10/2020,Buy
NVIDIA ,NVDA,7/8/2017,Buy
Tesla ,TSLA,3/10/2017,Positive Mention
EQT Midstream Partners ,EQM,9/5/2019,Negative Mention
Dycom Industries ,DY,18/11/2016,Buy
Synchrony Financial ,SYF,11/11/2016,Buy
Hormel Foods ,HRL,9/12/2021,Buy
Denbury Resources ,DNR,16/8/2018,Negative Mention
Lockheed Martin ,LMT,27/3/2020,Buy
Johnson & Johnson ,JNJ,22/1/2021,Buy
Citigroup ,C,15/9/2020,Negative Mention
PPG Industries ,PPG,11/10/2018,Negative Mention
Nike ,NKE,25/9/2019,Buy
ZIM Integrated Shipping ,ZIM,15/3/2022,Positive Mention
Amgen ,AMGN,17/10/2017,Buy
AutoNation ,AN,5/10/2020,Positive Mention
Coupang ,CPNG,19/3/2021,Positive Mention
Halliburton ,HAL,23/7/2018,Negative Mention
ZScaler ,ZS,12/7/2021,Buy
Walmart ,WMT,2/11/2020,Positive Mention
General Electric ,GE,28/10/2016,Negative Mention
Manitowoc ,MTW,26/7/2016,Buy
Tellurian ,TELL,5/8/2019,Buy
Darden Restaurants ,DRI,19/12/2019,Negative Mention
CrowdStrike ,CRWD,19/12/2019,Sell
Insperity ,NSP,28/6/2016,Buy
Micron Technology ,MU,14/8/2017,Negative Mention
Charles River Labs ,CRL,1/11/2019,Buy
XPO Logistics ,XPO,23/8/2021,Buy
Mosaic ,MOS,4/1/2022,Buy
General Electric ,GE,16/9/2020,Positive Mention
Cisco Systems ,CSCO,14/2/2019,Buy
Canadian Pacific Railway ,CP,9/12/2021,Positive Mention
Merck ,MRK,24/1/2019,Buy
Ford Motor ,F,21/5/2020,Sell
Ford Motor ,F,29/4/2021,Buy
The Blackstone Group ,BX,16/6/2017,Buy
Walt Disney ,DIS,11/4/2022,Buy
The Trade Desk ,TTD,22/12/2021,Buy
Centene ,CNC,15/3/2022,Buy
Advanced Micro Devices ,AMD,25/6/2021,Buy
Foot Locker ,FL,17/8/2018,Buy
Vishay Intertechnology ,VSH,29/9/2021,Buy
Costco ,COST,14/8/2019,Buy
Logitech International ,LOGI,7/3/2017,Buy
ZScaler ,ZS,25/6/2020,Buy
Bausch Health ,BHC,17/9/2018,Buy
Catalent ,CTLT,1/11/2019,Negative Mention
Viacom ,VIAB,15/8/2019,Buy
Athenex ,ATNX,23/1/2019,Positive Mention
Wynn Resorts ,WYNN,25/9/2017,Buy
Zoom Video Communications ,ZM,3/3/2020,Buy
Costco ,COST,19/3/2020,Buy
Ionis Pharmaceuticals ,IONS,25/5/2017,Sell
Wayfair ,W,20/5/2019,Positive Mention
Dollar General ,DG,23/4/2020,Buy
CVS Health ,CVS,9/11/2017,Buy
Shopify ,SHOP,16/10/2019,Buy
Constellation Brands ,STZ,6/10/2021,Buy
Ulta Beauty ,ULTA,3/6/2016,Buy
Grubhub ,GRUB,23/1/2020,Buy
National Oilwell Varco ,NOV,7/6/2016,Negative Mention
Toll Brothers ,TOL,3/1/2022,Buy
Best +2 ,BBY,26/11/2019,Positive Mention
Seabridge Gold ,SA,20/3/2019,Negative Mention
Lowe's ,LOW,16/12/2020,Buy
DocuSign ,DOCU,9/9/2021,Buy
Marvell Technology ,MRVL,25/7/2019,Buy
GW Pharmaceuticals ,GWPH,31/10/2019,Positive Mention
D R Horton ,DHI,24/1/2017,Buy
Mastercard ,MA,27/4/2018,Buy
Ford Motor ,F,27/4/2021,Buy
Micron Technology ,MU,19/4/2017,Buy
Lam Research ,LRCX,22/1/2018,Buy
Ship Finance Internationa ,SFL,14/7/2016,Negative Mention
Amazon ,AMZN,11/11/2016,Negative Mention
Idexx Laboratories ,IDXX,22/5/2019,Buy
Salesforce ,CRM,16/7/2020,Buy
Simon Property Group ,SPG,5/2/2021,Positive Mention
Invitae ,NVTA,12/3/2019,Buy
United Natural Foods ,UNFI,19/12/2019,Sell
Autodesk ,ADSK,1/12/2017,Negative Mention
DocuSign ,DOCU,4/3/2022,Negative Mention
Arena Pharmaceuticals ,ARNA,6/11/2018,Sell
Caterpillar ,CAT,7/4/2020,Buy
Tableau Software ,DATA,12/9/2018,Buy
Lowe's ,LOW,17/8/2020,Buy
Eli Lilly ,LLY,8/9/2020,Negative Mention
Macy's ,M,10/9/2019,Sell
Thermo Fisher Scientific ,TMO,1/2/2021,Buy
Analog Devices ,ADI,22/11/2019,Buy
NXP Semiconductors ,NXPI,29/10/2021,Positive Mention
Tech Data ,TECD,18/11/2016,Buy
Range Resources ,RRC,19/5/2016,Positive Mention
GoodRX ,GDRX,14/4/2021,Buy
Shopify ,SHOP,29/3/2019,Buy
Wynn Resorts ,WYNN,22/1/2018,Buy
Salesforce ,CRM,12/3/2018,Buy
Colony NorthStar ,CLNS,30/1/2018,Positive Mention
Pitney Bowes ,PBI,8/6/2021,Negative Mention
Alibaba ,BABA,16/1/2020,Buy
Adobe Systems ,ADBE,6/12/2019,Buy
Netflix ,NFLX,27/1/2020,Buy
IAC Interactive ,IAC,8/6/2017,Buy
Merck ,MRK,9/2/2018,Negative Mention
Pet IQ ,PETQ,17/6/2019,Positive Mention
Proofpoint ,PFPT,1/11/2019,Buy
Qorvo ,QRVO,16/12/2020,Buy
Waste Management ,WM,9/2/2018,Buy
Cheniere Energy ,LNG,5/4/2022,Buy
Tractor Supply ,TSCO,17/7/2020,Buy
Del Taco Restaurants ,TACO,10/3/2017,Negative Mention
IBM ,IBM,23/4/2020,Positive Mention
TG Therapeutics ,TGTX,21/6/2017,Buy
Sorrento Therapeutics ,SRNE,9/11/2020,Sell
Schlumberger ,SLB,24/7/2017,Positive Mention
Target ,TGT,10/11/2020,Buy
Bank of America ,BAC,17/10/2016,Negative Mention
AeroVironment ,AVAV,15/8/2018,Buy
Snowflake ,SNOW,8/12/2020,Buy
Enterprise Products Partn ,EPD,1/10/2021,Negative Mention
Lululemon Athletica ,LULU,15/1/2019,Buy
Kohl's ,KSS,5/12/2019,Sell
Nordstrom ,JWN,9/11/2018,Positive Mention
Jacobs Engineering ,J,8/2/2021,Negative Mention
Wells Fargo ,WFC,27/1/2020,Negative Mention
Peloton ,PTON,13/10/2020,Buy
Unity Software ,U,14/4/2021,Sell
American Express ,AXP,9/1/2017,Positive Mention
United Technologies ,UTX,21/4/2017,Buy
MasTec ,MTZ,7/12/2017,Buy
Twilio ,TWLO,25/9/2019,Buy
Newell Brands ,NWL,9/2/2018,Buy
Honeywell ,HON,13/4/2018,Buy
Boeing ,BA,14/9/2017,Buy
Enterprise Products Partn ,EPD,20/12/2021,Buy
Microchip Technology ,MCHP,19/4/2017,Buy
Morgan Stanley ,MS,13/4/2018,Buy
Illinois Tool Works ,ITW,24/10/2018,Negative Mention
Dave and Busters ,PLAY,7/9/2018,Buy
Pool Corp ,POOL,12/6/2017,Buy
Churchill Capital ,CCIV,10/6/2021,Buy
Icahn Enterprises ,IEP,16/11/2020,Sell
First Horizon National ,FHN,19/7/2021,Buy
Eldorado Resorts ,ERI,24/8/2017,Buy
Momo ,MOMO,4/1/2019,Sell
Take-Two Interactive ,TTWO,7/8/2019,Buy
Broadcom ,AVGO,1/12/2017,Buy
Ollie's Bargain Outlet ,OLLI,19/5/2017,Buy
Veeva Systems ,VEEV,17/6/2019,Buy
Paychex ,PAYX,7/4/2021,Buy
Kohlberg Kravis Roberts ,KKR,19/6/2019,Buy
Union Pacific ,UNP,30/4/2021,Buy
Bristol-Myers Squibb ,BMY,15/6/2016,Buy
Sportsman's Warehouse ,SPWH,14/12/2020,Negative Mention
FMC Corp ,FMC,23/5/2016,Buy
Advanced Micro Devices ,AMD,16/1/2020,Positive Mention
UiPath ,PATH,9/9/2021,Buy
Qorvo ,QRVO,24/6/2021,Buy
Roku ,ROKU,2/8/2021,Buy
Charles Schwab ,SCHW,12/3/2019,Buy
Palo Alto Networks ,PANW,9/7/2019,Buy
Goldman Sachs ,GS,12/1/2018,Buy
Polaris Industries ,PII,9/11/2020,Buy
Lyft ,LYFT,9/8/2021,Buy
Winnebago Industries ,WGO,20/6/2018,Positive Mention
Roblox ,RBLX,24/5/2021,Buy
Okta ,OKTA,12/9/2018,Buy
Hertz Global 0ings ,HTZ,30/3/2022,Buy
Switch ,SWCH,6/6/2018,Negative Mention
KeyCorp ,KEY,24/4/2017,Buy
Shopify ,SHOP,27/4/2020,Buy
U.S. Concrete ,USCR,14/12/2016,Buy
General Electric ,GE,5/11/2018,Negative Mention
Lennar ,LEN,15/10/2020,Buy
OneMain 0ings ,OMF,20/4/2022,Sell
Starbucks ,SBUX,2/6/2020,Buy
Twitter ,TWTR,20/5/2019,Buy
Applied Materials ,AMAT,20/4/2018,Negative Mention
Tesla ,TSLA,22/3/2021,Positive Mention
Universal Display ,OLED,10/2/2017,Buy
CenturyLink ,CTL,14/2/2019,Sell
InMode ,INMD,1/6/2022,Sell
Gap ,GPS,21/5/2021,Buy
NVIDIA ,NVDA,25/10/2019,Buy
Devon Energy ,DVN,18/12/2018,Negative Mention
Pfizer ,PFE,2/3/2020,Buy
ServiceNow ,NOW,18/10/2019,Buy
Tesla ,TSLA,4/5/2017,Negative Mention
Manitowoc ,MTW,26/1/2017,Buy
Netflix ,NFLX,18/11/2016,Positive Mention
PCM ,PCMI,15/2/2019,Sell
PayPal ,PYPL,15/12/2017,Buy
Foot Locker ,FL,17/2/2017,Buy
Pacific Ethanol ,PEIX,11/11/2020,Sell
Skyworks Solutions ,SWKS,10/2/2021,Buy
Ping Identity ,PING,6/5/2021,Buy
Intrexon ,XON,14/9/2016,Positive Mention
Macy's ,M,19/6/2019,Negative Mention
PPG Industries ,PPG,17/7/2020,Buy
Chevron ,CVX,21/4/2017,Positive Mention
Nucor ,NUE,19/10/2020,Buy
Peloton ,PTON,15/10/2020,Buy
Electronic Arts ,EA,4/5/2018,Buy
Exelixis ,EXEL,19/6/2018,Buy
Caterpillar ,CAT,23/10/2018,Buy
Stanley Black & Decker ,SWK,25/1/2021,Buy
Nordic American Tanker ,NAT,8/4/2020,Negative Mention
Toyota Motor ,TM,15/12/2020,Buy
Merck ,MRK,19/10/2018,Buy
Eastman Chemical ,EMN,10/8/2021,Buy
Nucor ,NUE,14/3/2017,Buy
Michael Kors ,KORS,11/5/2018,Buy
Okta ,OKTA,21/5/2021,Buy
Qualcomm ,QCOM,10/12/2019,Buy
Enbridge ,ENB,2/12/2021,Buy
Workday ,WDAY,1/12/2017,Buy
Lululemon Athletica ,LULU,23/3/2018,Positive Mention
Twilio ,TWLO,1/2/2022,Buy
Novartis AG ,NVS,27/10/2017,Sell
Wix.com ,WIX,30/6/2020,Buy
Nucor ,NUE,25/4/2018,Buy
Resideo Technologies ,REZI,25/10/2019,Sell
Estee Lauder ,EL,24/4/2020,Positive Mention
Corning ,GLW,1/2/2022,Buy
AK Steel 0ing ,AKS,6/2/2017,Negative Mention
Crocs ,CROX,10/9/2021,Positive Mention
Burlington Stores ,BURL,21/8/2017,Buy
Dell ,DELL,21/5/2021,Buy
CVS Health ,CVS,4/1/2019,Buy
Advance Auto Parts ,AAP,11/12/2017,Buy
Box ,BOX,19/6/2018,Buy
Home Depot ,HD,15/8/2017,Negative Mention
AbbVie ,ABBV,12/2/2021,Buy
Beyond Meat ,BYND,20/7/2021,Buy
Linde ,LIN,24/2/2022,Buy
Apple ,AAPL,13/10/2021,Buy
Home Depot ,HD,14/9/2020,Buy
Nucor ,NUE,5/8/2020,Buy
Ansys ,ANSS,10/6/2019,Buy
NVIDIA ,NVDA,23/10/2019,Positive Mention
Chevron ,CVX,8/10/2020,Positive Mention
Texas Instruments ,TXN,14/11/2019,Negative Mention
Doximity ,DOCS,12/10/2021,Buy
MasTec ,MTZ,26/4/2016,Buy
Xilinx ,XLNX,12/12/2018,Buy
Nucor ,NUE,28/3/2019,Positive Mention
Martin Marietta Materials ,MLM,8/3/2018,Buy
JPMorgan Chase ,JPM,11/4/2018,Positive Mention
Wells Fargo ,WFC,26/1/2022,Buy
Spotify ,SPOT,1/2/2022,Positive Mention
Kirkland Lake ,KL,12/11/2019,Negative Mention
Pinterest ,PINS,23/10/2020,Buy
Pfizer ,PFE,9/2/2018,Negative Mention
American Tower ,AMT,15/4/2020,Buy
Wix.com ,WIX,16/11/2016,Buy
DraftKings ,DKNG,19/5/2022,Positive Mention
Tesla ,TSLA,18/7/2019,Negative Mention
Jazz Pharmaceuticals ,JAZZ,13/5/2021,Buy
Masco ,MAS,30/10/2018,Positive Mention
Nokia ,NOK,3/4/2019,Positive Mention
Tattooed Chef ,TTCF,5/1/2021,Buy
Peloton ,PTON,13/11/2019,Negative Mention
PayPal ,PYPL,4/8/2020,Buy
Schnitzer Steel ,SCHN,5/1/2018,Positive Mention
Arcturus Therapeutics ,ARCT,2/6/2020,Buy
Amarin ,AMRN,25/9/2018,Sell
Kronos ,KRO,28/1/2019,Positive Mention
Constellation Brands ,STZ,8/1/2020,Buy
Snap ,SNAP,12/12/2018,Negative Mention
Exact Sciences ,EXAS,23/10/2019,Buy
Karyopharm Therapeutics ,KPTI,24/8/2020,Buy
Align Technology ,ALGN,20/11/2017,Buy
Freshpet ,FRPT,22/8/2018,Buy
Aurora Cannabis ,ACB,28/1/2019,Positive Mention
Schlumberger ,SLB,16/10/2019,Negative Mention
TJX Companies ,TJX,26/8/2020,Negative Mention
United Continental ,UAL,12/7/2016,Buy
First Solar ,FSLR,22/9/2020,Sell
Kraft Heinz ,KHC,4/5/2018,Positive Mention
Nike ,NKE,4/4/2019,Buy
Moderna ,MRNA,18/4/2019,Buy
Applied Optoelectronics ,AAOI,15/3/2017,Negative Mention
VMware ,VMW,4/4/2019,Buy
DraftKings ,DKNG,21/10/2020,Buy
Palo Alto Networks ,PANW,13/4/2018,Positive Mention
Zynga ,ZNGA,27/1/2020,Buy
Ping Identity ,PING,17/8/2020,Negative Mention
Fastly ,FSLY,5/4/2021,Buy
HMS 0ings ,HMSY,11/5/2020,Buy
United Technologies ,UTX,21/6/2018,Buy
Lam Research ,LRCX,24/4/2017,Buy
Block ,SQ,20/12/2017,Positive Mention
Marathon Digital ,MARA,19/11/2021,Sell
Adobe Systems ,ADBE,9/3/2018,Buy
Nucor ,NUE,18/5/2017,Buy
British American Tobacco ,BTI,8/11/2021,Sell
Cummins ,CMI,9/2/2021,Buy
Union Pacific ,UNP,19/1/2021,Positive Mention
Oracle ,ORCL,20/6/2018,Negative Mention
McDonald's ,MCD,16/6/2020,Buy
Abiomed ,ABMD,10/7/2019,Buy
Simon Property Group ,SPG,7/5/2021,Buy
Salesforce ,CRM,8/4/2020,Buy
Intuitive Surgical ,ISRG,16/1/2018,Buy
Spirit AeroSystems ,SPR,20/9/2021,Negative Mention
Best +2 ,BBY,22/11/2019,Positive Mention
Alibaba ,BABA,16/4/2019,Positive Mention
HCA Healthcare ,HCA,20/7/2021,Buy
Himax Technologies ,HIMX,4/11/2021,Sell
Okta ,OKTA,6/5/2020,Buy
Alteryx ,AYX,28/1/2020,Buy
Sunrun ,RUN,6/7/2018,Positive Mention
Caterpillar ,CAT,24/6/2021,Buy
UnitedHealth Group ,UNH,23/7/2018,Buy
Bank of America ,BAC,8/3/2018,Buy
Cray ,CRAY,28/4/2017,Negative Mention
Iridium Communications ,IRDM,18/7/2018,Negative Mention
Stanley Black & Decker ,SWK,25/10/2017,Buy
Kemet ,KEM,13/6/2018,Buy
Warby Parker ,WRBY,5/11/2021,Negative Mention
Proofpoint ,PFPT,11/7/2018,Buy
Peloton ,PTON,5/11/2019,Sell
H&R Block ,HRB,8/3/2017,Positive Mention
New Relic ,NEWR,10/2/2020,Sell
Apple ,AAPL,20/8/2020,Buy
Nucor ,NUE,12/12/2018,Buy
Twilio ,TWLO,28/9/2018,Buy
American Airlines ,AAL,7/6/2016,Buy
Yum! Brands ,YUM,14/12/2020,Negative Mention
HP ,HPQ,16/12/2020,Buy
Mammoth Energy Services ,TUSK,20/9/2018,Negative Mention
Celgene ,CELG,30/8/2017,Positive Mention
JFrog ,FROG,6/10/2021,Positive Mention
JPMorgan Chase ,JPM,25/8/2021,Buy
Tower Semiconductor ,TSEM,19/10/2017,Positive Mention
T-Mobile US ,TMUS,28/4/2017,Buy
Wells Fargo ,WFC,14/6/2016,Buy
Regeneron Pharmaceuticals ,REGN,17/3/2020,Buy
At Home Group ,HOME,20/8/2020,Buy
Ulta Beauty ,ULTA,22/8/2016,Buy
Waste Management ,WM,16/3/2020,Buy
PayPal ,PYPL,2/10/2018,Buy
Coca-Cola ,KO,14/8/2019,Buy
Inogen ,INGN,16/1/2020,Sell
RH ,RH,22/12/2021,Buy
Citigroup ,C,11/4/2018,Positive Mention
AbbVie ,ABBV,4/2/2020,Buy
Stamps.com ,STMP,24/2/2020,Sell
Marriott International ,MAR,9/2/2018,Buy
PNC Financial ,PNC,12/10/2018,Negative Mention
American Electric Power ,AEP,12/12/2017,Positive Mention
Cronos Group ,CRON,22/6/2018,Negative Mention
At Home Group ,HOME,6/9/2019,Buy
Mattel ,MAT,27/7/2020,Buy
Inseego ,INSG,26/8/2020,Buy
Ford Motor ,F,2/3/2022,Buy
eHealth ,EHTH,3/8/2020,Buy
Norwegian Cruise Line ,NCLH,28/2/2017,Negative Mention
Emerson Electric ,EMR,27/9/2019,Negative Mention
ServiceNow ,NOW,28/9/2018,Buy
Coupa Software ,COUP,31/1/2019,Buy
Deere & Company ,DE,20/11/2020,Buy
O'Reilly Automotive ,ORLY,7/7/2017,Sell
Cameco ,CCJ,15/3/2017,Sell
Netflix ,NFLX,4/5/2017,Buy
Marvell Technology ,MRVL,17/9/2020,Buy
Salesforce ,CRM,2/10/2018,Positive Mention
FMC Corp ,FMC,24/5/2018,Buy
Office Depot ,ODP,29/3/2019,Sell
JD.com ,JD,4/4/2019,Sell
Microsoft ,MSFT,16/1/2018,Buy
Universal Display ,OLED,6/11/2017,Buy
Zuora ,ZUO,19/10/2020,Negative Mention
Joby Aviation ,JOBY,24/8/2021,Sell
DuPont ,DD,12/2/2021,Buy
Juniper Networks ,JNPR,10/2/2021,Buy
Proofpoint ,PFPT,20/9/2018,Negative Mention
Delta Air Lines ,DAL,26/9/2017,Positive Mention
Intel ,INTC,5/3/2018,Buy
Intel ,INTC,21/6/2018,Buy
Advanced Micro Devices ,AMD,16/6/2021,Buy
Domino's Pizza ,DPZ,11/5/2020,Buy
Workday ,WDAY,1/6/2018,Positive Mention
Emerson Electric ,EMR,8/10/2019,Buy
Fuelcell Energy ,FCEL,1/2/2021,Sell
Coca-Cola ,KO,28/2/2020,Buy
PayPal ,PYPL,19/11/2020,Buy
Boston Scientific ,BSX,27/4/2016,Buy
Broadcom ,AVGO,25/6/2021,Buy
Apple ,AAPL,12/12/2018,Buy
Barrick Gold ,GOLD,13/9/2021,Buy
Block ,SQ,4/5/2016,Negative Mention
Marvell Technology ,MRVL,9/3/2017,Buy
Walt Disney ,DIS,4/2/2021,Buy
Masimo ,MASI,19/12/2019,Buy
Chipotle Mexican Grill ,CMG,9/11/2016,Buy
Pepsico ,PEP,21/4/2017,Buy
Atlassian ,TEAM,7/6/2021,Sell
Bristol-Myers Squibb ,BMY,28/5/2020,Buy
Apple ,AAPL,23/5/2016,Buy
Adobe Systems ,ADBE,10/2/2020,Buy
Micron Technology ,MU,16/12/2020,Buy
Vistra Energy ,VST,16/4/2018,Buy
American Airlines ,AAL,21/4/2020,Negative Mention
Chevron ,CVX,27/4/2021,Buy
Costco ,COST,24/1/2019,Buy
Honeywell ,HON,4/2/2021,Buy
Agilent Technologies ,A,28/4/2017,Buy
Apple ,AAPL,25/9/2017,Buy
Mid-America Apartment Com ,MAA,16/12/2016,Sell
Smith & Wesson ,SWHC,28/10/2016,Buy
Stanley Black & Decker ,SWK,24/4/2020,Negative Mention
Kimberly-Clark ,KMB,19/10/2018,Buy
Adobe Systems ,ADBE,31/10/2017,Buy
Virgin Galactic ,SPCE,7/11/2019,Sell
Wells Fargo ,WFC,7/10/2016,Negative Mention
Energous ,WATT,16/1/2018,Sell
MGM Growth Properties ,MGP,26/10/2016,Buy
Tech Data ,TECD,28/11/2016,Buy
Xilinx ,XLNX,31/10/2019,Negative Mention
Euronav ,EURN,15/5/2020,Sell
Constellation Brands ,STZ,9/5/2018,Buy
NXP Semiconductors ,NXPI,24/4/2020,Positive Mention
Silicom ,SILC,16/4/2018,Positive Mention
Williams-Sonoma ,WSM,18/6/2021,Buy
Fitbit ,FIT,28/3/2018,Sell
Nucor ,NUE,20/12/2017,Buy
Dollar General ,DG,24/8/2018,Buy
Ford Motor ,F,24/10/2019,Sell
Avangrid ,AGR,12/7/2016,Buy
Apple ,AAPL,14/11/2016,Negative Mention
Lumber Liquidators ,LL,6/11/2017,Sell
Walmart ,WMT,23/8/2017,Positive Mention
Visa ,V,25/10/2017,Buy
Campbell Soup ,CPB,14/2/2019,Negative Mention
Autodesk ,ADSK,29/9/2021,Buy
Stanley Black & Decker ,SWK,8/10/2020,Buy
Winnebago Industries ,WGO,21/5/2021,Buy
Intuitive Surgical ,ISRG,20/11/2017,Buy
Chipotle Mexican Grill ,CMG,4/2/2020,Buy
Kohl's ,KSS,13/8/2018,Buy
NVIDIA ,NVDA,19/12/2017,Buy
GW Pharmaceuticals ,GWPH,10/7/2019,Buy
PVH Corp ,PVH,6/4/2018,Buy
Wingstop ,WING,19/2/2020,Buy
JetBlue Airways ,JBLU,22/8/2016,Sell
Wingstop ,WING,2/2/2017,Buy
Arista Networks ,ANET,18/6/2019,Positive Mention
Amarin ,AMRN,14/8/2019,Negative Mention
SPDR Gold Shares ,GLD,3/2/2017,Buy
Advanced Micro Devices ,AMD,28/4/2021,Buy
Henry Schein ,HSIC,31/5/2018,Negative Mention
Yeti 0ings ,YETI,10/11/2020,Negative Mention
NovoCure ,NVCR,3/12/2019,Buy
Zynga ,ZNGA,26/1/2022,Sell
GW Pharmaceuticals ,GWPH,9/1/2017,Positive Mention
Freeport-McMoRan ,FCX,12/3/2018,Buy
Tiffany & Co ,TIF,22/8/2016,Sell
Cisco Systems ,CSCO,30/10/2020,Negative Mention
Wex ,WEX,16/10/2019,Buy
Coupa Software ,COUP,11/5/2020,Buy
Mastercard ,MA,12/1/2018,Buy
LivePerson ,LPSN,9/9/2020,Buy
EPAM Systems ,EPAM,1/6/2018,Buy
Seattle Genetics ,SGEN,11/7/2018,Buy
American Express ,AXP,13/4/2018,Buy
Estee Lauder ,EL,24/3/2022,Buy
Fidelity National Service ,FIS,23/9/2019,Buy
Charles Schwab ,SCHW,22/12/2021,Buy
Williams-Sonoma ,WSM,15/12/2020,Positive Mention
Trane Technologies ,TT,5/5/2021,Buy
Amgen ,AMGN,1/5/2017,Negative Mention
Dow ,DOW,21/4/2022,Buy
Campbell Soup ,CPB,18/12/2017,Buy
Boeing ,BA,14/8/2019,Negative Mention
Wingstop ,WING,26/4/2017,Buy
Texas Instruments ,TXN,7/1/2019,Buy
American Express ,AXP,2/5/2022,Buy
Pfizer ,PFE,11/9/2020,Buy
Cullen Frost Bankers ,CFR,8/5/2018,Buy
Marathon Petroleum ,MPC,29/4/2019,Buy
Athenex ,ATNX,13/10/2017,Positive Mention
General Electric ,GE,9/2/2018,Sell
First Commonwealth Financ ,FCF,21/6/2018,Sell
ContextLogic ,WISH,19/8/2021,Sell
Northern Trust ,NTRS,24/1/2017,Sell
MKS Instruments ,MKSI,3/8/2021,Buy
Ford Motor ,F,5/8/2021,Buy
Bank of America ,BAC,16/4/2018,Positive Mention
U.S. Silica 0ings ,SLCA,2/8/2017,Sell
Noble Energy ,NBL,29/5/2020,Negative Mention
Las Vegas Sands ,LVS,21/4/2017,Negative Mention
Installed Building Produc ,IBP,6/7/2018,Negative Mention
Schlumberger ,SLB,21/8/2019,Sell
Activision Blizzard ,ATVI,22/6/2020,Buy
Constellation Brands ,STZ,23/3/2018,Buy
Best +2 ,BBY,19/11/2021,Buy
Edwards Lifesciences ,EW,5/12/2016,Buy
PPG Industries ,PPG,13/4/2018,Positive Mention
STMicroelectronics ,STM,1/6/2018,Buy
Palo Alto Networks ,PANW,18/11/2016,Buy
Alnylam Pharmaceuticals ,ALNY,2/4/2019,Negative Mention
Tesla ,TSLA,9/7/2021,Buy
Air Products and Chemical ,APD,21/6/2018,Buy
Lululemon Athletica ,LULU,30/6/2020,Buy
Cleveland-Cliffs ,CLF,20/7/2021,Buy
Lam Research ,LRCX,22/11/2019,Negative Mention
Federal Realty Investment ,FRT,4/8/2016,Buy
Target ,TGT,24/4/2020,Positive Mention
AMC Entertainment ,AMC,30/4/2021,Positive Mention
Global Payments ,GPN,2/11/2017,Buy
Cognyte Software ,CGNT,2/3/2021,Negative Mention
TJX Companies ,TJX,17/8/2018,Buy
Chevron ,CVX,21/5/2021,Buy
Nike ,NKE,19/1/2021,Buy
Xos ,XOS,3/11/2021,Sell
Popeyes Louisiana Kitchen ,PLKI,17/1/2017,Buy
PVH Corp ,PVH,24/8/2018,Buy
Block ,SQ,12/9/2018,Buy
NVIDIA ,NVDA,8/3/2018,Buy
PayPal ,PYPL,4/4/2022,Positive Mention
First Solar ,FSLR,11/7/2016,Buy
Switch ,SWCH,27/5/2020,Positive Mention
Magna International ,MGA,1/9/2016,Positive Mention
Kontoor Brands ,KTB,19/12/2019,Buy
Target ,TGT,14/5/2021,Buy
United Parcel Service ,UPS,24/7/2019,Buy
Alibaba ,BABA,4/4/2019,Buy
Splunk ,SPLK,26/10/2017,Positive Mention
Beauty Health ,SKIN,20/9/2021,Buy
Dana 0ing ,DAN,20/11/2018,Negative Mention
Five Below ,FIVE,7/9/2018,Buy
SoFi Technologies ,SOFI,3/8/2021,Buy
AeroVironment ,AVAV,12/3/2019,Buy
Signet Jewelers ,SIG,17/3/2022,Buy
NVIDIA ,NVDA,13/5/2020,Buy
Tradeweb Markets ,TW,10/7/2019,Buy
Dicks Sporting Goods ,DKS,3/1/2018,Buy
RPM International ,RPM,11/5/2016,Buy
Inovio Pharmaceuticals ,INO,2/7/2020,Sell
Arrowhead Pharmaceuticals ,ARWR,17/10/2019,Buy
Enterprise Products Partn ,EPD,14/11/2016,Buy
Masimo ,MASI,5/5/2020,Buy
Shopify ,SHOP,17/12/2019,Buy
Cytokinetics ,CYTK,28/9/2021,Buy
Walgreens Boots Alliance ,WBA,4/10/2017,Sell
Twilio ,TWLO,30/4/2021,Buy
Nano Dimension ,NNDM,4/5/2021,Buy
Activision Blizzard ,ATVI,19/10/2017,Buy
Micron Technology ,MU,1/12/2020,Buy
Chevron ,CVX,2/12/2020,Buy
Dollar Tree ,DLTR,20/11/2020,Negative Mention
Micron Technology ,MU,16/12/2016,Buy
Raytheon ,RTN,8/5/2018,Buy
Urban Outfitters ,URBN,17/11/2017,Negative Mention
Signet Jewelers ,SIG,8/9/2021,Buy
HP ,HPQ,27/1/2020,Buy
Ocugen ,OCGN,6/4/2021,Buy
Extended Stay America ,STAY,4/5/2016,Negative Mention
American Express ,AXP,26/1/2022,Buy
Apple ,AAPL,24/5/2016,Positive Mention
AEO ,AEO,15/4/2021,Buy
Nike ,NKE,29/9/2016,Positive Mention
DuPont ,DD,5/8/2020,Buy
Novartis AG ,NVS,6/4/2018,Positive Mention
CVS Health ,CVS,30/4/2021,Buy
Eli Lilly ,LLY,15/4/2021,Positive Mention
Emerson Electric ,EMR,12/2/2021,Buy
Nutanix ,NTNX,5/3/2018,Buy
Blackberry ,BB,6/4/2018,Buy
ABB Ltd ,ABB,20/4/2017,Positive Mention
GrowGeneration ,GRWG,11/1/2022,Sell
Goldman Sachs ,GS,28/3/2019,Buy
New Relic ,NEWR,12/9/2018,Buy
Finish Line ,FINL,16/9/2016,Negative Mention
